T_years,duration_hours,intensity_mm_per_hr
100,11.258821,21.1354
100,11.520042,20.7789
100,11.787324,20.4285
100,12.060807,20.0839
100,12.340636,19.7452
100,12.626957,19.4122
100,12.919921,19.0848
100,13.219683,18.7629
100,13.526399,18.4464
100,13.840231,18.1353
100,14.161345,17.8295
100,14.48991,17.5288
100,14.826097,17.2331
100,15.170085,16.9425
100,15.522053,16.6567
100,15.882188,16.3758
100,16.250678,16.0996
100,16.627718,15.8281
100,17.013506,15.5611
100,17.408244,15.2987
100,17.812141,15.0406
100,18.22541,14.787
100,18.648266,14.5376
100,19.080934,14.2924
100,19.52364,14.0513
100,19.976617,13.8143
100,20.440104,13.5814
100,20.914345,13.3523
100,21.399589,13.1271
100,21.896091,12.9057
100,22.404113,12.688
100,22.923922,12.474
100,23.455791,12.2637
100,24.0,12.0568
